Id,Url,Height,Width,Iso,Make,Model,QF
51291667389,https://live.staticflickr.com/65535/51291667389_22af9994bc_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51288725698,https://live.staticflickr.com/65535/51288725698_12a8d5ae87_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
29114534375,https://live.staticflickr.com/8718/29114534375_2af0d5198e_o.jpg,2304,3456,100.0,Canon,Canon EOS REBEL SL1,98.0
51280550888,https://live.staticflickr.com/65535/51280550888_f6074c14c2_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51276609174,https://live.staticflickr.com/65535/51276609174_b638340eb1_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51276884950,https://live.staticflickr.com/65535/51276884950_94310665a7_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
33001462684,https://live.staticflickr.com/2850/33001462684_2ab8552a44_o.jpg,3456,5184,100.0,Canon,Canon EOS REBEL SL1,98.0
51273033282,https://live.staticflickr.com/65535/51273033282_d627d69348_o.jpg,3456,5184,640.0,Canon,Canon EOS 100D,98.0
51270826257,https://live.staticflickr.com/65535/51270826257_7f177c7122_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51271748673,https://live.staticflickr.com/65535/51271748673_337ec7e42a_o.jpg,3456,5184,2000.0,Canon,Canon EOS 100D,98.0
51267449936,https://live.staticflickr.com/65535/51267449936_4a3115daaa_o.jpg,3456,5184,640.0,Canon,Canon EOS 100D,98.0
51264740057,https://live.staticflickr.com/65535/51264740057_48d224f993_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51265475361,https://live.staticflickr.com/65535/51265475361_c4793e4f67_o.jpg,3456,5184,5000.0,Canon,Canon EOS 100D,98.0
51265474441,https://live.staticflickr.com/65535/51265474441_c0791b9fb0_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51255823247,https://live.staticflickr.com/65535/51255823247_a527553fee_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51257296874,https://live.staticflickr.com/65535/51257296874_ac49c305a1_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51255702755,https://live.staticflickr.com/65535/51255702755_d7444bd963_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51245892927,https://live.staticflickr.com/65535/51245892927_3024efbd82_o.jpg,3456,5184,320.0,Canon,Canon EOS 100D,98.0
51242058528,https://live.staticflickr.com/65535/51242058528_e5df592267_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51234689097,https://live.staticflickr.com/65535/51234689097_0cd59f5ef7_o.jpg,3456,5184,5000.0,Canon,Canon EOS 100D,98.0
51233256331,https://live.staticflickr.com/65535/51233256331_42515ce997_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51228805756,https://live.staticflickr.com/65535/51228805756_b317e080f3_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51229433275,https://live.staticflickr.com/65535/51229433275_8435b24b24_o.jpg,1061,1489,800.0,Canon,Canon EOS 100D,98.0
51225106125,https://live.staticflickr.com/65535/51225106125_9285a79e17_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51224243058,https://live.staticflickr.com/65535/51224243058_bfd451a84d_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51217295526,https://live.staticflickr.com/65535/51217295526_1274d99b45_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51217293111,https://live.staticflickr.com/65535/51217293111_a592a31c76_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51214162910,https://live.staticflickr.com/65535/51214162910_3353b08a7f_o.jpg,3456,5184,400.0,Canon,Canon EOS 100D,98.0
51213848015,https://live.staticflickr.com/65535/51213848015_1001297475_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
